0,0,0,0,0,0,0,recommend
0,0,0,0,0,0,1,priority
0,0,0,0,0,0,2,not_recom
0,0,0,0,0,1,0,recommend
0,0,0,0,0,1,1,priority
0,0,0,0,0,1,2,not_recom
0,0,0,0,0,2,0,priority
0,0,0,0,0,2,1,priority
0,0,0,0,0,2,2,not_recom
0,0,0,0,1,0,0,very_recom
0,0,0,0,1,0,1,priority
0,0,0,0,1,0,2,not_recom
0,0,0,0,1,1,0,very_recom
0,0,0,0,1,1,1,priority
0,0,0,0,1,1,2,not_recom
0,0,0,0,1,2,0,priority
0,0,0,0,1,2,1,priority
0,0,0,0,1,2,2,not_recom
0,0,0,1,0,0,0,very_recom
0,0,0,1,0,0,1,priority
0,0,0,1,0,0,2,not_recom
0,0,0,1,0,1,0,very_recom
0,0,0,1,0,1,1,priority
0,0,0,1,0,1,2,not_recom
0,0,0,1,0,2,0,priority
0,0,0,1,0,2,1,priority
0,0,0,1,0,2,2,not_recom
0,0,0,1,1,0,0,very_recom
0,0,0,1,1,0,1,priority
0,0,0,1,1,0,2,not_recom
0,0,0,1,1,1,0,very_recom
0,0,0,1,1,1,1,priority
0,0,0,1,1,1,2,not_recom
0,0,0,1,1,2,0,priority
0,0,0,1,1,2,1,priority
0,0,0,1,1,2,2,not_recom
0,0,0,2,0,0,0,very_recom
0,0,0,2,0,0,1,priority
0,0,0,2,0,0,2,not_recom
0,0,0,2,0,1,0,very_recom
0,0,0,2,0,1,1,priority
0,0,0,2,0,1,2,not_recom
0,0,0,2,0,2,0,priority
0,0,0,2,0,2,1,priority
0,0,0,2,0,2,2,not_recom
0,0,0,2,1,0,0,very_recom
0,0,0,2,1,0,1,priority
0,0,0,2,1,0,2,not_recom
0,0,0,2,1,1,0,very_recom
0,0,0,2,1,1,1,priority
0,0,0,2,1,1,2,not_recom
0,0,0,2,1,2,0,priority
0,0,0,2,1,2,1,priority
0,0,0,2,1,2,2,not_recom
0,0,1,0,0,0,0,very_recom
0,0,1,0,0,0,1,priority
0,0,1,0,0,0,2,not_recom
0,0,1,0,0,1,0,very_recom
0,0,1,0,0,1,1,priority
0,0,1,0,0,1,2,not_recom
0,0,1,0,0,2,0,priority
0,0,1,0,0,2,1,priority
0,0,1,0,0,2,2,not_recom
0,0,1,0,1,0,0,very_recom
0,0,1,0,1,0,1,priority
0,0,1,0,1,0,2,not_recom
0,0,1,0,1,1,0,very_recom
0,0,1,0,1,1,1,priority
0,0,1,0,1,1,2,not_recom
0,0,1,0,1,2,0,priority
0,0,1,0,1,2,1,priority
0,0,1,0,1,2,2,not_recom
0,0,1,1,0,0,0,very_recom
0,0,1,1,0,0,1,priority
0,0,1,1,0,0,2,not_recom
0,0,1,1,0,1,0,very_recom
0,0,1,1,0,1,1,priority
0,0,1,1,0,1,2,not_recom
0,0,1,1,0,2,0,priority
0,0,1,1,0,2,1,priority
0,0,1,1,0,2,2,not_recom
0,0,1,1,1,0,0,very_recom
0,0,1,1,1,0,1,priority
0,0,1,1,1,0,2,not_recom
0,0,1,1,1,1,0,very_recom
0,0,1,1,1,1,1,priority
0,0,1,1,1,1,2,not_recom
0,0,1,1,1,2,0,priority
0,0,1,1,1,2,1,priority
0,0,1,1,1,2,2,not_recom
0,0,1,2,0,0,0,priority
