0,6.0,0,0,1169.0,0,0,4.0,0,0,4.0,0,67.0,0,0,2.0,0,1.0,0,0,1
1,48.0,1,0,5951.0,1,1,2.0,1,0,2.0,0,22.0,0,0,1.0,0,1.0,1,0,2
2,12.0,0,1,2096.0,1,2,2.0,0,0,3.0,0,49.0,0,0,1.0,1,2.0,1,0,1
0,42.0,1,2,7882.0,1,2,2.0,0,1,4.0,1,45.0,0,1,1.0,0,2.0,1,0,1
0,24.0,2,3,4870.0,1,1,3.0,0,0,4.0,2,53.0,0,1,2.0,0,2.0,1,0,2
2,36.0,1,1,9055.0,0,1,2.0,0,0,4.0,2,35.0,0,1,1.0,1,2.0,0,0,1
2,24.0,1,2,2835.0,2,0,3.0,0,0,4.0,1,53.0,0,0,1.0,0,1.0,1,0,1
1,36.0,1,4,6948.0,1,1,2.0,0,0,2.0,3,35.0,0,2,1.0,2,1.0,0,0,1
2,12.0,1,0,3059.0,3,2,2.0,2,0,4.0,0,61.0,0,0,1.0,1,1.0,1,0,1
1,30.0,0,3,5234.0,1,3,4.0,3,0,2.0,3,28.0,0,0,2.0,2,1.0,1,0,2
1,12.0,1,3,1295.0,1,4,3.0,1,0,1.0,3,25.0,0,2,1.0,0,1.0,1,0,2
0,48.0,1,5,4308.0,1,4,3.0,1,0,4.0,1,24.0,0,2,1.0,0,1.0,1,0,2
1,12.0,1,0,1567.0,1,1,1.0,1,0,1.0,3,22.0,0,0,1.0,0,1.0,0,0,1
0,24.0,0,3,1199.0,1,0,4.0,0,0,4.0,3,60.0,0,0,2.0,1,1.0,1,0,2
0,15.0,1,3,1403.0,1,1,2.0,1,0,4.0,3,28.0,0,2,1.0,0,1.0,1,0,1
0,24.0,1,0,1282.0,4,1,4.0,1,0,2.0,3,32.0,0,0,1.0,1,1.0,1,0,2
2,24.0,0,0,2424.0,0,0,4.0,0,0,4.0,1,53.0,0,0,2.0,0,1.0,1,0,1
0,30.0,3,5,8072.0,0,4,2.0,0,0,3.0,3,25.0,1,0,3.0,0,1.0,1,0,1
1,24.0,1,4,12579.0,1,0,4.0,1,0,2.0,2,44.0,0,1,1.0,2,1.0,0,0,2
2,24.0,1,0,3430.0,2,0,3.0,0,0,2.0,3,31.0,0,0,1.0,0,2.0,0,0,1
2,9.0,0,3,2134.0,1,1,4.0,0,0,4.0,3,48.0,0,0,3.0,0,1.0,0,0,1
0,6.0,1,0,2647.0,2,1,2.0,0,0,3.0,0,44.0,0,2,1.0,0,2.0,1,0,1
0,10.0,0,3,2241.0,1,4,1.0,0,0,3.0,0,48.0,0,2,2.0,1,2.0,1,1,1
1,12.0,0,4,1804.0,4,4,3.0,0,0,4.0,1,44.0,0,0,1.0,0,1.0,1,0,1
2,10.0,0,2,2069.0,0,1,2.0,3,0,1.0,3,26.0,0,0,2.0,0,1.0,1,1,1
0,6.0,1,2,1374.0,1,1,1.0,0,0,2.0,0,36.0,1,0,1.0,1,1.0,0,0,1
2,6.0,3,0,426.0,1,0,4.0,3,0,4.0,3,39.0,0,0,1.0,1,1.0,1,0,1
3,12.0,4,0,409.0,3,1,3.0,1,0,3.0,0,42.0,0,2,2.0,0,1.0,1,0,1
1,7.0,1,0,2415.0,1,1,3.0,0,1,2.0,0,34.0,0,0,1.0,0,1.0,1,0,1
0,60.0,2,5,6836.0,1,0,3.0,0,0,4.0,2,63.0,0,0,2.0,0,1.0,0,0,2
1,18.0,1,5,1913.0,3,4,3.0,3,0,3.0,0,36.0,1,0,1.0,0,1.0,0,0,1
0,24.0,1,2,4020.0,1,1,2.0,0,0,2.0,3,27.0,2,0,1.0,0,1.0,1,0,1
1,18.0,1,3,5866.0,4,1,2.0,0,0,2.0,3,30.0,0,0,2.0,0,1.0,0,0,1
2,12.0,0,5,1264.0,0,0,4.0,0,0,4.0,2,57.0,0,2,1.0,1,1.0,1,0,1
3,12.0,1,2,1474.0,1,4,4.0,1,0,1.0,1,33.0,1,0,1.0,2,1.0,0,0,1
1,45.0,0,0,4746.0,1,4,4.0,0,0,2.0,1,25.0,0,0,2.0,1,1.0,1,0,2
2,48.0,0,1,6110.0,1,1,1.0,0,0,3.0,2,31.0,1,1,1.0,0,1.0,0,0,1
3,18.0,1,0,2100.0,1,1,4.0,0,2,2.0,0,37.0,2,0,1.0,0,1.0,1,0,2
3,10.0,1,6,1225.0,1,1,2.0,0,0,2.0,3,37.0,0,0,1.0,0,1.0,0,0,1
1,9.0,1,0,458.0,1,1,4.0,0,0,3.0,0,24.0,0,0,1.0,0,1.0,1,0,1
2,30.0,1,0,2333.0,2,0,4.0,0,0,2.0,3,30.0,1,0,1.0,2,1.0,1,0,1
1,12.0,1,0,1158.0,2,1,3.0,2,0,1.0,3,26.0,0,0,1.0,0,1.0,0,0,1
1,18.0,2,7,6204.0,1,1,2.0,0,0,4.0,0,44.0,0,0,1.0,1,2.0,0,0,1
0,30.0,0,4,6187.0,4,2,1.0,3,0,4.0,3,24.0,0,2,2.0,0,1.0,1,0,1
0,48.0,0,4,6143.0,1,0,4.0,1,0,4.0,2,58.0,2,1,2.0,1,1.0,1,0,2
2,11.0,0,3,1393.0,1,4,4.0,1,0,4.0,3,35.0,0,0,2.0,2,1.0,1,0,1
2,36.0,1,0,2299.0,2,0,4.0,0,0,4.0,3,39.0,0,0,1.0,0,1.0,1,0,1
0,6.0,1,4,1352.0,2,3,1.0,1,0,2.0,1,23.0,0,2,1.0,3,1.0,0,0,1
2,11.0,0,3,7228.0,1,1,1.0,0,0,4.0,1,39.0,0,0,2.0,1,1.0,1,0,1
2,12.0,1,0,2073.0,4,1,4.0,1,2,2.0,0,28.0,0,0,1.0,0,1.0,1,0,1
1,24.0,2,2,2333.0,0,4,4.0,0,0,2.0,1,29.0,1,0,1.0,1,1.0,1,0,1
1,27.0,2,4,5965.0,1,0,1.0,0,0,2.0,3,30.0,0,0,2.0,2,1.0,0,0,1
2,12.0,1,0,1262.0,1,1,3.0,0,0,2.0,3,25.0,0,0,1.0,0,1.0,1,0,1
2,18.0,1,4,3378.0,0,1,2.0,0,0,1.0,1,31.0,0,0,1.0,0,1.0,0,0,1
1,36.0,2,3,2225.0,1,0,4.0,0,0,4.0,2,57.0,1,1,2.0,0,1.0,0,0,2
2,6.0,4,3,783.0,0,1,1.0,0,1,2.0,0,26.0,2,0,1.0,1,2.0,1,0,1
1,12.0,1,0,6468.0,0,3,2.0,0,0,1.0,2,52.0,0,0,1.0,2,1.0,0,0,2
2,36.0,0,0,9566.0,1,1,2.0,1,0,2.0,3,31.0,2,0,2.0,0,1.0,1,0,1
3,18.0,1,3,1961.0,1,0,3.0,1,0,2.0,3,23.0,0,0,1.0,2,1.0,1,0,1
0,36.0,0,2,6229.0,1,4,4.0,1,2,4.0,2,23.0,0,2,2.0,1,1.0,0,0,2
1,9.0,1,5,1391.0,1,1,2.0,3,0,1.0,0,27.0,1,0,1.0,0,1.0,0,0,1
1,15.0,0,0,1537.0,0,0,4.0,0,1,4.0,0,50.0,0,0,2.0,0,1.0,0,0,1
1,36.0,3,5,1953.0,1,0,4.0,0,0,4.0,2,61.0,0,1,1.0,2,1.0,0,0,2
1,48.0,3,5,14421.0,1,1,2.0,0,0,2.0,3,25.0,0,0,1.0,0,1.0,0,0,2
2,24.0,1,0,3181.0,1,4,4.0,1,0,4.0,1,26.0,0,0,1.0,0,1.0,0,0,1
2,27.0,1,7,5190.0,0,0,4.0,0,0,4.0,1,48.0,0,0,4.0,0,2.0,0,0,1
2,12.0,1,0,2171.0,1,4,2.0,1,0,2.0,3,29.0,1,0,1.0,0,1.0,1,0,1
1,12.0,1,3,1007.0,3,1,4.0,3,0,1.0,0,22.0,0,0,1.0,0,1.0,1,0,1
2,36.0,1,1,1819.0,1,1,4.0,0,0,4.0,2,37.0,2,1,1.0,0,1.0,0,0,2
2,36.0,1,0,2394.0,0,1,4.0,1,0,4.0,3,25.0,0,0,1.0,0,1.0,1,0,1
2,36.0,1,4,8133.0,1,1,1.0,1,0,2.0,1,30.0,1,0,1.0,0,1.0,1,0,1
2,7.0,0,0,730.0,0,0,4.0,0,0,2.0,1,46.0,0,2,2.0,1,1.0,0,0,1
0,8.0,0,8,1164.0,1,0,3.0,0,0,4.0,2,51.0,1,1,2.0,2,2.0,0,0,1
1,42.0,0,5,5954.0,1,2,2.0,1,0,1.0,0,41.0,1,0,2.0,1,1.0,1,0,1
0,36.0,1,1,1977.0,0,0,4.0,0,0,4.0,2,40.0,0,0,1.0,2,1.0,0,0,2
0,12.0,0,4,1526.0,1,0,4.0,0,0,4.0,2,66.0,0,1,2.0,2,1.0,1,0,1
0,42.0,1,0,3965.0,1,4,4.0,0,0,3.0,3,34.0,0,0,1.0,0,1.0,1,0,2
1,11.0,2,0,4771.0,1,2,2.0,0,0,4.0,1,51.0,0,0,1.0,0,1.0,1,0,1
2,54.0,3,4,9436.0,0,1,2.0,0,0,2.0,1,39.0,0,0,1.0,1,2.0,1,0,1
1,30.0,1,2,3832.0,1,4,2.0,3,0,1.0,1,22.0,0,0,1.0,0,1.0,1,0,1
2,24.0,1,0,5943.0,0,4,1.0,1,0,1.0,3,44.0,0,0,2.0,0,1.0,0,0,2
2,15.0,1,0,1213.0,2,0,4.0,0,0,3.0,1,47.0,2,0,1.0,0,1.0,0,0,1
2,18.0,1,5,1568.0,4,1,3.0,1,0,4.0,1,24.0,0,2,1.0,1,1.0,1,0,1
0,24.0,1,8,1755.0,1,0,4.0,1,1,4.0,0,58.0,0,0,1.0,1,1.0,0,0,1
0,10.0,1,0,2315.0,1,0,3.0,0,0,4.0,0,52.0,0,0,1.0,1,1.0,1,0,1
2,12.0,0,5,1412.0,1,1,4.0,1,1,2.0,0,29.0,0,0,2.0,2,1.0,0,0,1
1,18.0,0,2,1295.0,1,4,4.0,1,0,1.0,1,27.0,0,0,2.0,0,1.0,1,0,1
1,36.0,1,1,12612.0,4,1,1.0,0,0,4.0,2,47.0,0,1,1.0,0,2.0,0,0,2
0,18.0,1,3,2249.0,4,2,4.0,0,0,3.0,3,30.0,0,0,1.0,2,2.0,0,0,1
0,12.0,3,7,1108.0,1,2,4.0,0,0,3.0,0,28.0,0,0,2.0,0,1.0,1,0,2
2,12.0,0,0,618.0,1,0,4.0,0,0,4.0,0,56.0,0,0,1.0,0,1.0,1,0,1
0,12.0,0,4,1409.0,1,0,4.0,0,0,3.0,0,54.0,0,0,1.0,0,1.0,1,0,1
2,12.0,0,0,797.0,0,0,4.0,1,0,3.0,1,33.0,1,0,1.0,1,2.0,1,0,2
3,24.0,0,2,3617.0,0,0,4.0,0,2,4.0,2,20.0,0,2,2.0,0,1.0,1,0,1
1,12.0,1,3,1318.0,3,0,4.0,0,0,4.0,0,54.0,0,0,1.0,0,1.0,0,0,1
1,54.0,3,5,15945.0,1,4,3.0,0,0,4.0,2,58.0,0,2,1.0,0,1.0,0,0,2
2,12.0,0,1,2012.0,0,2,4.0,1,0,2.0,3,61.0,0,0,1.0,0,1.0,1,0,1
1,18.0,1,5,2622.0,4,1,4.0,0,0,4.0,3,34.0,0,0,1.0,0,1.0,1,0,1
1,36.0,0,0,2337.0,1,0,4.0,0,0,4.0,0,36.0,0,0,1.0,0,1.0,1,0,1
1,20.0,2,4,7057.0,0,2,3.0,0,0,4.0,1,36.0,1,2,2.0,2,2.0,0,0,1
2,24.0,1,3,1469.0,4,0,4.0,3,0,4.0,0,41.0,0,2,1.0,1,1.0,1,0,1
1,36.0,1,0,2323.0,1,2,4.0,0,0,4.0,3,24.0,0,2,1.0,0,1.0,1,0,1
2,6.0,2,0,932.0,1,1,3.0,1,0,2.0,0,24.0,0,0,1.0,0,1.0,1,0,1
1,9.0,0,2,1919.0,1,2,4.0,0,0,3.0,3,35.0,0,2,1.0,0,1.0,0,0,1
2,12.0,1,4,2445.0,0,4,2.0,3,0,4.0,3,26.0,0,2,1.0,0,1.0,0,0,1
1,24.0,0,8,11938.0,1,1,2.0,0,2,3.0,3,39.0,0,0,2.0,2,2.0,0,0,2
2,18.0,4,3,6458.0,1,0,2.0,0,0,4.0,2,39.0,1,0,2.0,2,2.0,0,0,2
1,12.0,1,3,6078.0,1,2,2.0,0,0,2.0,3,32.0,0,0,1.0,0,1.0,1,0,1
0,24.0,1,2,7721.0,0,4,1.0,1,0,2.0,1,30.0,0,0,1.0,0,1.0,0,1,1
1,14.0,1,5,1410.0,2,0,1.0,3,0,2.0,0,35.0,0,0,1.0,0,1.0,0,0,1
1,6.0,2,5,1449.0,4,0,1.0,2,0,2.0,3,31.0,1,0,2.0,0,2.0,1,0,1
3,15.0,1,1,392.0,1,4,4.0,1,0,4.0,1,23.0,0,2,1.0,0,1.0,0,0,1
1,18.0,1,3,6260.0,1,2,3.0,0,0,3.0,0,28.0,0,2,1.0,1,1.0,1,0,1
2,36.0,0,3,7855.0,1,1,4.0,1,0,2.0,0,25.0,2,0,2.0,0,1.0,0,0,2
0,12.0,1,0,1680.0,2,0,3.0,3,0,1.0,0,35.0,0,0,1.0,0,1.0,1,0,1
2,48.0,0,0,3578.0,0,0,4.0,0,0,1.0,0,47.0,0,0,1.0,0,1.0,0,0,1
0,42.0,1,0,7174.0,0,2,4.0,1,0,3.0,3,30.0,0,0,1.0,2,1.0,0,0,2
0,10.0,0,2,2132.0,0,4,2.0,1,2,3.0,0,27.0,0,2,2.0,0,1.0,1,1,1
0,33.0,0,2,4281.0,2,1,1.0,1,0,4.0,3,23.0,0,0,2.0,0,1.0,1,0,2
1,12.0,0,3,2366.0,2,2,3.0,2,0,3.0,3,36.0,0,0,1.0,2,1.0,0,0,1
0,21.0,1,0,1835.0,1,1,3.0,1,0,2.0,0,25.0,0,0,2.0,0,1.0,0,0,2
2,24.0,0,4,3868.0,1,0,4.0,1,0,2.0,3,41.0,0,2,2.0,2,1.0,0,0,1
2,12.0,1,2,1768.0,1,1,3.0,0,0,2.0,0,24.0,0,2,1.0,1,1.0,1,0,1
3,10.0,0,3,781.0,1,0,4.0,0,0,4.0,2,63.0,0,1,2.0,0,1.0,0,0,1
1,18.0,1,2,1924.0,0,4,4.0,1,0,3.0,0,27.0,0,2,1.0,0,1.0,1,0,2
0,12.0,0,3,2121.0,1,1,4.0,0,0,2.0,1,30.0,0,0,2.0,0,1.0,1,0,1
